SimulationID,NodeID,NodeType,EnergyConsumed
4,173,Relay/Other,"59,70427"
4,174,Relay/Other,"18,50263"
4,175,Relay/Other,"50,04463"
4,176,Relay/Other,"24,66437"
4,177,Relay/Other,"119,46319"
4,178,Relay/Other,"11,22965"
4,179,Relay/Other,"98,17454"
4,180,Relay/Other,"77,84339"
4,181,Relay/Other,"52,56685"
4,182,Relay/Other,"48,32027"
4,183,Relay/Other,"89,53548"
4,184,Relay/Other,"103,27999"
4,185,Relay/Other,"66,79971"
4,186,Relay/Other,"66,56207"
4,187,Relay/Other,"89,40668"
4,188,Relay/Other,"82,76615"
4,189,Relay/Other,"11,02452"
4,190,Relay/Other,"43,36932"
4,191,Relay/Other,"54,93195"
4,192,Relay/Other,"53,46984"
4,193,Relay/Other,"45,16031"
4,194,Relay/Other,"90,77596"
4,195,Relay/Other,"48,18852"
4,196,Relay/Other,"54,87643"
4,197,Relay/Other,"29,57250"
4,198,Relay/Other,"18,95257"
4,199,Relay/Other,"21,95658"
4,200,Relay/Other,"29,52725"
5,1,Client,"586,03444"
5,2,Client,"1184,31558"
5,3,Client,"761,87359"
5,4,Client,"955,57675"
5,5,Client,"950,18200"
5,6,Client,"2643,84182"
5,7,Client,"960,77986"
5,8,Client,"638,31129"
5,9,Client,"2547,49463"
5,10,Client,"1095,00772"
5,11,Client,"2027,61584"
5,12,Client,"1537,80203"
5,13,Client,"1520,09128"
5,14,Client,"1491,68744"
5,15,Client,"1395,95103"
5,16,Client,"2372,77638"
5,17,Malicious Server,"137,36701"
5,18,Malicious Server,"102,45203"
5,19,Malicious Server,"231,09272"
5,20,Malicious Server,"128,29308"
5,21,Malicious Server,"72,18343"
5,22,Malicious Server,"89,25646"
5,23,Malicious Server,"23,15669"
5,24,Malicious Server,"78,40704"
5,25,Malicious Server,"105,16112"
5,26,Malicious Server,"76,88488"
5,27,Malicious Server,"48,45927"
5,28,Malicious Server,"135,88366"
5,29,Malicious Server,"72,60603"
5,30,Malicious Server,"34,04871"
5,31,Benevolent Server,"96,10405"
5,32,Benevolent Server,"45,87963"
5,33,Benevolent Server,"52,63865"
5,34,Benevolent Server,"39,54072"
5,35,Benevolent Server,"84,00349"
5,36,Benevolent Server,"83,56444"
5,37,Benevolent Server,"56,08535"
5,38,Benevolent Server,"94,23979"
5,39,Benevolent Server,"99,26386"
5,40,Benevolent Server,"45,61430"
5,41,Benevolent Server,"133,67251"
5,42,Benevolent Server,"78,34530"
5,43,Benevolent Server,"89,63788"
5,44,Benevolent Server,"85,41005"
5,45,Benevolent Server,"55,42117"
5,46,Benevolent Server,"129,78797"
5,47,Benevolent Server,"14,84933"
5,48,Benevolent Server,"24,98576"
5,49,Benevolent Server,"17,70937"
5,50,Benevolent Server,"100,23813"
5,51,Benevolent Server,"72,56601"
5,52,Benevolent Server,"53,63378"
5,53,Benevolent Server,"26,52703"
5,54,Benevolent Server,"73,11696"
5,55,Benevolent Server,"29,44088"
5,56,Benevolent Server,"36,25294"
5,57,Benevolent Server,"100,51625"
5,58,Benevolent Server,"80,54164"
5,59,Benevolent Server,"41,91859"
5,60,Benevolent Server,"92,30178"
5,61,Benevolent Server,"48,86772"
5,62,Benevolent Server,"46,95152"
5,63,Benevolent Server,"30,20592"
5,64,Benevolent Server,"14,53096"
5,65,Benevolent Server,"82,27421"
5,66,Benevolent Server,"53,00492"
5,67,Benevolent Server,"48,06150"
5,68,Benevolent Server,"53,58495"
5,69,Benevolent Server,"66,29802"
5,70,Benevolent Server,"43,09452"
5,71,Relay/Other,"56,76253"
5,72,Relay/Other,"82,13789"
5,73,Relay/Other,"44,26314"
5,74,Relay/Other,"111,51488"
5,75,Relay/Other,"89,25814"
5,76,Relay/Other,"74,30539"
5,77,Relay/Other,"34,45534"
5,78,Relay/Other,"52,93586"
5,79,Relay/Other,"43,03321"
5,80,Relay/Other,"32,87432"
5,81,Relay/Other,"24,56169"
5,82,Relay/Other,"141,58794"
5,83,Relay/Other,"34,43080"
5,84,Relay/Other,"105,99681"
5,85,Relay/Other,"86,63269"
5,86,Relay/Other,"23,66880"
5,87,Relay/Other,"83,90886"
5,88,Relay/Other,"27,70142"
5,89,Relay/Other,"114,40602"
5,90,Relay/Other,"107,50115"
5,91,Relay/Other,"29,15903"
5,92,Relay/Other,"77,64145"
5,93,Relay/Other,"39,95383"
5,94,Relay/Other,"44,06827"
5,95,Relay/Other,"38,95558"
5,96,Relay/Other,"26,76954"
5,97,Relay/Other,"52,07339"
5,98,Relay/Other,"46,17554"
5,99,Relay/Other,"124,16713"
5,100,Relay/Other,"59,13180"
5,101,Relay/Other,"49,28588"
5,102,Relay/Other,"84,33056"
5,103,Relay/Other,"85,01820"
5,104,Relay/Other,"69,86248"
5,105,Relay/Other,"65,87399"
5,106,Relay/Other,"48,22670"
5,107,Relay/Other,"50,03737"
5,108,Relay/Other,"37,19449"
5,109,Relay/Other,"30,83369"
5,110,Relay/Other,"131,80726"
5,111,Relay/Other,"67,62366"
5,112,Relay/Other,"85,73988"
5,113,Relay/Other,"128,30877"
5,114,Relay/Other,"31,03545"
5,115,Relay/Other,"64,46800"
5,116,Relay/Other,"58,96753"
5,117,Relay/Other,"59,43624"
5,118,Relay/Other,"36,31411"
5,119,Relay/Other,"23,37290"
5,120,Relay/Other,"82,05050"
5,121,Relay/Other,"49,86183"
5,122,Relay/Other,"57,47673"
5,123,Relay/Other,"39,41560"
5,124,Relay/Other,"43,51892"
5,125,Relay/Other,"35,16261"
5,126,Relay/Other,"38,64001"
5,127,Relay/Other,"54,38346"
5,128,Relay/Other,"32,67803"
5,129,Relay/Other,"27,27574"
5,130,Relay/Other,"42,76432"
5,131,Relay/Other,"40,17285"
5,132,Relay/Other,"21,12589"
5,133,Relay/Other,"76,66791"
5,134,Relay/Other,"81,84451"
5,135,Relay/Other,"102,11348"
5,136,Relay/Other,"86,12998"
5,137,Relay/Other,"29,68524"
5,138,Relay/Other,"55,13867"
5,139,Relay/Other,"67,91686"
5,140,Relay/Other,"49,56620"
5,141,Relay/Other,"50,46525"
5,142,Relay/Other,"61,57407"
5,143,Relay/Other,"90,36607"
5,144,Relay/Other,"85,29200"
5,145,Relay/Other,"126,22817"
5,146,Relay/Other,"97,41224"
5,147,Relay/Other,"35,32975"
5,148,Relay/Other,"72,00631"
5,149,Relay/Other,"49,02569"
5,150,Relay/Other,"42,44946"
5,151,Relay/Other,"101,46461"
5,152,Relay/Other,"93,70582"
5,153,Relay/Other,"14,52433"
5,154,Relay/Other,"47,35128"
5,155,Relay/Other,"40,66057"
5,156,Relay/Other,"38,42876"
5,157,Relay/Other,"103,85674"
5,158,Relay/Other,"73,54729"
5,159,Relay/Other,"44,09816"
5,160,Relay/Other,"121,38553"
5,161,Relay/Other,"33,58609"
5,162,Relay/Other,"95,43579"
5,163,Relay/Other,"37,23613"
5,164,Relay/Other,"85,03851"
5,165,Relay/Other,"51,07672"
5,166,Relay/Other,"40,68144"
5,167,Relay/Other,"59,50069"
5,168,Relay/Other,"57,29156"
5,169,Relay/Other,"40,76834"
5,170,Relay/Other,"46,27469"
5,171,Relay/Other,"25,16748"
5,172,Relay/Other,"39,58396"
5,173,Relay/Other,"12,12367"
5,174,Relay/Other,"33,91433"
5,175,Relay/Other,"67,60051"
5,176,Relay/Other,"120,17757"
5,177,Relay/Other,"69,60575"
5,178,Relay/Other,"50,47138"
5,179,Relay/Other,"44,60947"
5,180,Relay/Other,"76,73779"
5,181,Relay/Other,"31,43826"
5,182,Relay/Other,"38,70535"
5,183,Relay/Other,"73,45506"
5,184,Relay/Other,"60,69307"
5,185,Relay/Other,"58,37273"
5,186,Relay/Other,"102,52961"
5,187,Relay/Other,"38,46064"
5,188,Relay/Other,"115,91900"
5,189,Relay/Other,"31,86111"
5,190,Relay/Other,"26,70294"
5,191,Relay/Other,"39,77035"
5,192,Relay/Other,"80,33742"
5,193,Relay/Other,"54,18368"
5,194,Relay/Other,"69,10347"
5,195,Relay/Other,"41,48325"
5,196,Relay/Other,"34,07112"
5,197,Relay/Other,"102,23033"
5,198,Relay/Other,"71,93043"
5,199,Relay/Other,"27,93400"
5,200,Relay/Other,"36,38321"
